subject,relation,object,topic,old_index
I,read,book,1,9445
I,read,excellent book,1,9446
John,has,things,1,9447
John,is at,things,1,9448
Americans,should,should aware of work done by CIA behind our screen,1,9449
Americans,should,should aware of work done,1,9450
Americans,should,should aware of work done behind our usual screen,1,9451
Americans,should,should aware of work done by CIA,1,9452
Americans,should,should aware of work done behind our screen,1,9453
Americans,should,should aware,1,9454
Americans,should,should aware of work,1,9455
Americans,should,should aware of work done by CIA behind our usual screen,1,9456
work,done,usual,1,9457
work,done,screen,1,9458
writer,traveled,good,1,9459
book,is,women,1,9460
Stevie Flemmi,has,strangle hold on Boston rackets,1,9461
you,read,only one book on Whitey Bulger 's,1,9462
you,read,only one book,1,9463
you,'re,book,1,9464
Barry Williams,gives,funny viewpoint of growing,1,9465
Barry Williams,gives,entertaining viewpoint of growing as Greg Brady of quot,1,9466
Barry Williams,gives,entertaining viewpoint of growing up as Greg Brady,1,9467
Barry Williams,gives,viewpoint of growing up as Greg Brady,1,9468
Barry Williams,gives,viewpoint of growing as Greg Brady,1,9469
Barry Williams,gives,entertaining viewpoint of growing,1,9470
Barry Williams,gives,funny entertaining viewpoint of growing,1,9471
Barry Williams,gives,funny viewpoint of growing up as Greg Brady of quot,1,9472
Barry Williams,gives,entertaining viewpoint of growing up as Greg Brady of quot,1,9473
Barry Williams,gives,entertaining viewpoint of growing up,1,9474
Barry Williams,gives,us,1,9475
Barry Williams,gives,funny entertaining viewpoint of growing as Greg Brady of quot,1,9476
Barry Williams,gives,viewpoint of growing as Greg Brady of quot,1,9477
Barry Williams,gives,viewpoint of growing up as Greg Brady of quot,1,9478
Barry Williams,gives,funny entertaining viewpoint of growing as Greg Brady,1,9479
Barry Williams,gives,funny entertaining viewpoint of growing up as Greg Brady,1,9480
Barry Williams,gives,viewpoint of growing,1,9481
Barry Williams,gives,funny viewpoint of growing up as Greg Brady,1,9482
Barry Williams,gives,viewpoint of growing up,1,9483
Barry Williams,gives,entertaining viewpoint of growing as Greg Brady,1,9484
Barry Williams,gives,funny viewpoint of growing as Greg Brady of quot,1,9485
Barry Williams,gives,funny entertaining viewpoint of growing up as Greg Brady of quot,1,9486
Barry Williams,gives,funny entertaining viewpoint of growing up,1,9487
Barry Williams,gives,funny viewpoint of growing as Greg Brady,1,9488
Barry Williams,gives,funny viewpoint of growing up,1,9489
I,like,book,1,9490
boring,like,I,1,9491
boring,like,book,1,9492
it,is valid,While published,1,9493
it,is valid,published in 1980s,1,9494
it,is very valid,published in 1980s,1,9495
book,was published in,1980s,1,9496
it,is still valid,published,1,9497
it,is very valid,While published in 1980s,1,9498
it,is still valid,While published in 1980s,1,9499
it,is still very valid,While published,1,9500
it,is still very valid,published,1,9501
it,is valid,While published in 1980s,1,9502
book,was,While published in 1980s,1,9503
it,is very valid,published,1,9504
it,is still valid,published in 1980s,1,9505
book,was,published,1,9506
it,is,still very valid,1,9507
it,is valid,published,1,9508
it,is still very valid,published in 1980s,1,9509
it,is still valid,While published,1,9510
it,is very valid,While published,1,9511
it,is,very valid,1,9512
it,is,valid,1,9513
it,is,still valid,1,9514
book,was,While published,1,9515
it,is still very valid,While published in 1980s,1,9516
book,was,1980s,1,9517
book,was,valid,1,9518
Kozol 's Savage Inequalities,paints,frightening picture of urban schools,1,9519
Kozol 's Savage Inequalities,paints,picture of urban schools,1,9520
Kozol 's Savage Inequalities,paints,frightening picture of urban schools in United States,1,9521
Kozol,has,Savage Inequalities,1,9522
urban schools,is in,United States,1,9523
Kozol 's Savage Inequalities,paints,frightening picture of schools in United States,1,9524
Kozol 's Savage Inequalities,paints,picture of schools in United States,1,9525
Kozol 's Savage Inequalities,paints,picture of urban schools in United States,1,9526
Kozol 's Savage Inequalities,paints,picture of schools,1,9527
Kozol 's Savage Inequalities,paints,picture,1,9528
Kozol 's Savage Inequalities,paints,frightening picture of schools,1,9529
Kozol 's Savage Inequalities,paints,frightening picture,1,9530
Inequalities,paints,frightening,1,9531
Inequalities,paints,picture,1,9532
Inequalities,paints,urban,1,9533
Inequalities,paints,schools,1,9534
We,Were,Soldiers,1,9535
We,Were,Soldiers,1,9536
Dixy Lee Ray,wrote,Environmental Overkill,1,9537
Dixy Lee Ray,wrote Environmental Overkill as,antidote to hysteria,1,9538
Dixy Lee Ray,wrote Environmental Overkill as,antidote,1,9539
book,is at,style,1,9540
book,work,style,1,9541
book,work,comics,1,9542
dysfunctional family,is in,Thornton,1,9543
book,is at,series,1,9544
I,rushed Upon,hearing,1,9545
I,get on,waiting list,1,9546
book,become,Merchant Ivory production,1,9547
I,rushed,get on waiting list,1,9548
I,rushed to,library,1,9549
I,rushed,to get on waiting list,1,9550
I,rushed,to get,1,9551
book,was,production,1,9552
Blind Man 's Bluff,offers,us,1,9553
Man 's Bluff,offers,us,1,9554
Blind Man,has,Bluff,1,9555
Man,is,Blind,1,9556
I,read,book,1,9558
I,got on,bandwagon,1,9559
bandwagon,read,great,1,9560
bandwagon,read,book,1,9561
I,came across,book,1,9562
book,has,funny parts,1,9563
book,has,funny interesting parts,1,9564
book,has,very funny interesting parts,1,9565
book,has,very funny parts,1,9566
book,has,parts,1,9567
book,has,interesting parts,1,9568
they,have,such keen senses of irony,1,9569
they,have,keen senses,1,9570
they,have,keen senses of irony,1,9571
Moore,love,America,1,9572
they,have,such senses of irony,1,9573
they,have,such keen senses,1,9574
they,have,senses,1,9575
they,have,such senses,1,9576
his colleagues,love,America,1,9577
they,have,senses of irony,1,9578
Tony Hillerman,describes,Desert Southwest,1,9579
Tony Hillerman,describes,landscapes,1,9580
Tony Hillerman,describes,especially landscapes,1,9581
Tony Hillerman,describes,Desert Southwest marvelously,1,9582
Tony Hillerman,describes,landscapes of Colorado Plateau,1,9583
Tony Hillerman,describes Desert Southwest In,Thief of Time,1,9584
Tony Hillerman,describes,especially landscapes of Colorado Plateau,1,9585
Tony Hillerman,describes Desert Southwest In,Thief,1,9586
Thief,describes,landscapes,1,9587
I,bought,book,1,9588
film,was,based,1,9589
I,bought book,I felt,1,9590
I,bought book,as I felt,1,9591
film,was,based on,1,9592
book,felt,more,1,9593
book,felt,film,1,9594
book,enjoyed,it,1,9595
I,was caught up in,book,1,9596
I,was very caught up in,book,1,9597
book,caught,I,1,9598
?,wonder,I,1,9600
?,wonder,dribble,1,9601
I,recommend,it,1,9602
reading,is,Excellent,1,9603
holidays,be,environmentalist,1,9604
I,saw,book on cover,1,9606
I,saw,book with Peyton Manning on cover,1,9607
book,is with,Peyton Manning,1,9608
I,saw,book,1,9609
I,saw,book with Peyton Manning,1,9610
Pratchett,has,12th,1,9611
Pratchett,is at,12th,1,9612
12th,is,series,1,9613
Reaper Man,is,Death story after Mort,1,9614
Reaper Man,is,2nd Death story,1,9615
Reaper Man,is,2nd Death story after Mort,1,9616
Reaper Man,is,Death story,1,9617
book,got,me hooked on Discworld,1,9618
book,got,me hooked,1,9619
book,got,hooked,1,9620
written thriller,is with,tad to much blood,1,9622
thriller,written,tad,1,9623
thriller,written,much,1,9624
thriller,written,blood,1,9625
light,is,bad,1,9626
Ann George,was taken soon from,us,1,9627
It,has,bad,1,9628
Ann George,was,taken soon,1,9629
Ann George,was taken so soon from,us,1,9630
Ann George,was,taken so soon,1,9631
It,has,too bad,1,9632
Ann George,was taken from,us,1,9633
Ann George,was,taken,1,9634
time,bought,her books,1,9635
First time,bought,her books,1,9636
time,is,First,1,9637
time,bought,books,1,9638
setting,is in,St,1,9639
St,has,setting,1,9640
St,is at,setting,1,9641
Dorothy Sayers,is,always good read,1,9642
Dorothy Sayers,is,always read,1,9643
Dorothy Sayers,is,read,1,9644
Dorothy Sayers,is,good read,1,9645
Sayers,is,good,1,9646
mysteries,is,deal,1,9647
Dorothy Sayers,started,her career,1,9648
collusion,is in,murder of innocent lives,1,9649
I,read,it,1,9650
I,read,year,1,9651
I,was,too happy,1,9652
I,was,all too happy,1,9653
I,get,my hands,1,9654
I,stumbled across,book,1,9655
I,was,happy,1,9656
I,was,all happy,1,9657
I,enjoyed,X-Files,1,9658
I,enjoyed,happy,1,9659
I,enjoyed,book,1,9660
strength,lies in,possibility,1,9661
strength,lies after,death,1,9662
strength,lies in,possibility of life,1,9663
strength,lies,novel,1,9664
she,was wed to,Doors frontman Jim Morrison,1,9665
she,was,once briefly wed,1,9666
she,was,once wed,1,9667
she,was briefly wed to,Doors frontman Jim Morrison,1,9668
she,was,wed,1,9669
Patricia Kennealy Morrison,will tell,anyone,1,9670
she,was,briefly wed,1,9671
anyone,listens,Doors,1,9672
I,put,book,1,9674
story,is about,young motivated Celtic monk,1,9675
story,is about,young monk,1,9676
story,is about,young Celtic monk,1,9677
story,is about,monk,1,9678
story,is about,motivated monk,1,9679
story,is about,Celtic monk,1,9680
story,is about,motivated Celtic monk,1,9681
story,is about,young motivated monk,1,9682
It,would,would enough,1,9683
more,say,It,1,9684
more,say,enough,1,9685
more,say,system,1,9686
mysterious island,is claimed by,Ankh Morpork,1,9687
island,is claimed by,Ankh Morpork,1,9688
island,is,mysterious,1,9689
sea,is,Ankh,1,9690
way,is join,military,1,9691
he,can get,education,1,9692
he,end up as,officer,1,9693
only way,is join,military,1,9694
way,is join military For,Scott St Andrew,1,9695
only way,is join military For,Scott St Andrew,1,9696
he,end up as,commissioned officer,1,9697
he,see,universe,1,9698
book,is,final,1,9699
I,love,period in history,1,9700
period,is in,history,1,9701
I,love,period,1,9702
I,love period for,romance,1,9703
history,has,period,1,9704
history,is at,period,1,9705
I,love,period,1,9706
could,Shade,I,1,9708
could,Shade,stars,1,9709
I,'m,fan,1,9710
I,'m,huge fan,1,9711
I,'m huge,McCall,1,9712
I,'m fan of,Sharon Sala Dinah McCall,1,9713
I,'m huge fan of,Sharon Sala Dinah McCall,1,9714
fan,is,huge,1,9715
Sharon,has,fan,1,9716
Sharon,is at,fan,1,9717
main mystery,is in,book,1,9718
mystery,is,often dull,1,9719
main mystery,is,dull,1,9720
mystery,is,dull,1,9721
main mystery,is,often dull,1,9722
mystery,is,main,1,9723
Tony Hillerman 's SACRED CLOWNS,is one,my favorite mystery novels,1,9724
Tony Hillerman 's SACRED CLOWNS,is one,my mystery novels,1,9725
Tony Hillerman,has,SACRED CLOWNS,1,9726
Tony Hillerman 's CLOWNS,is one of,my mystery novels,1,9727
Tony Hillerman 's CLOWNS,is one,my mystery novels,1,9728
Tony Hillerman 's CLOWNS,is one,my favorite mystery novels,1,9729
Tony Hillerman 's CLOWNS,is one of,my favorite mystery novels,1,9730
Tony Hillerman 's SACRED CLOWNS,is one of,my mystery novels,1,9731
Tony Hillerman 's SACRED CLOWNS,is one of,my favorite mystery novels,1,9732
CLOWNS,is,mystery,1,9733
CLOWNS,is,favorite,1,9734
CLOWNS,is,novels,1,9735
Mertz,'s,better,1,9736
I,would enjoy novel,After I thought,1,9737
I,would enjoy,novel,1,9738
I,would enjoy novel,I thought,1,9739
author,captures,area,1,9740
author,captures,its weather,1,9741
culture,builds,strong,1,9742
culture,builds,amazing,1,9743
CHRYSANTHEMUM,is at,transition,1,9744
I,'m,type,1,9745
I,'m type of,guy,1,9746
guy,has,type,1,9747
guy,is at,type,1,9748
book,is,much is,1,9749
book,is,pretty much is,1,9750
book,is,pretty much is,1,9751
it says,is,pretty much is,1,9752
it says,is,much is,1,9753
book,is,much is,1,9754
book,is at,fable,1,9755
book,says,fable,1,9756
seeker,see,message,1,9757
tale,is,delightful,1,9758
tale,emphasises,fact,1,9759
tale,emphasises,seeker,1,9760
tale,emphasises,blind,1,9761
tale,emphasises,message,1,9762
medium,has,has story,1,9763
basic medium,has,has story,1,9764
humans,make,sense of their lives,1,9765
humans,make,sense,1,9766
humans,make,first,1,9767
humans,make,sense,1,9768
humans,make,lives,1,9769
humans,make,basic,1,9770
humans,make,medium,1,9771
Brinkley,has demonstrated,ability in his research,1,9772
Brinkley,has demonstrated,ability,1,9773
Brinkley,has demonstrated ability in,his imagination,1,9774
Brinkley,has demonstrated ability in,his sympathetic imagination,1,9775
Brinkley,has demonstrated,great ability in his research,1,9776
great ability,is in,his research,1,9777
Brinkley,has demonstrated,great ability,1,9778
recommended,see,I,1,9779
recommended,see,reviews,1,9780
recommended,see,good,1,9781
recommended,see,book,1,9782
I thought,was really well done by,author,1,9783
I thought,was done by,author,1,9784
I thought,was really done by,same author,1,9785
I thought,was really well done by,same author,1,9786
I thought,was really done by,author,1,9787
I thought,was done by,same author,1,9788
I thought,was well done by,author,1,9789
I thought,was well done by,same author,1,9790
I,had,book,1,9791
I,had,same,1,9792
I,had,author,1,9793
cover,read,I,1,9794
cover,read,book,1,9795
I,enjoyed,book,1,9796
I,enjoyed,book,1,9797
I,love,her books,1,9798
I,read,ones in series,1,9799
books,is at,ones,1,9800
I,read as,part,1,9801
I,read,book,1,9802
I,read,as book,1,9803
Two Front,Is,Teeth,1,9804
My Two Front,Is,Teeth,1,9805
Christmas,Is,Front,1,9806
2nd book,is,infinitely better,1,9807
2nd book,is in,Lady Spies series,1,9808
2nd book,is,better,1,9809
book,is better than,first,1,9810
book,is,better,1,9811
book,is infinitely better than,first,1,9812
2nd book,is better than,first,1,9813
2nd book,is infinitely better than,first,1,9814
book,is,infinitely better,1,9815
book,is,2nd,1,9816
book,is,Spies,1,9817
book,is,series,1,9818
book,is,better,1,9819
book,is,first,1,9820
her past,become again,Vivian,1,9821
Lorelei Taylor,Accused goes home to,Wisconsin,1,9822
Lorelei Taylor,goes to,Wisconsin,1,9823
Lorelei Taylor,Accused goes to,Wisconsin,1,9824
Lorelei Taylor,goes home to,Wisconsin,1,9825
her past,become,Vivian,1,9826
Taylor,goes,past,1,9827
Baudeliare,is,poor,1,9828
I,liked Series,full,1,9829
I,liked Series,full of adventure,1,9830
I,liked Series of,Events,1,9831
I,liked Series,because full of adventure,1,9832
it,is,because full,1,9833
I,liked,Series,1,9834
it,is,full,1,9835
it,is,because full of adventure,1,9836
I,liked Series of,Unfortunate Events,1,9837
it,is full of,adventure,1,9838
I,liked Series,because full,1,9839
Events,is,full,1,9840
Events,is,adventure,1,9841
century saying,is,impossible,1,9842
something,was,impossible,1,9843
Horns,was,good,1,9844
Horns,was,Overall read,1,9845
Horns,was,read,1,9846
Heart,Shaped,Box,1,9847
Horns,was,Overall good read,1,9848
Horns,was,good read,1,9849
up,get,I,1,9850
Joe Hill,wondered,he could live,1,9851
Joe Hill,wondered,if he could live outside shadow,1,9852
Joe Hill,wondered,he could live outside shadow of his father,1,9853
he,could live outside,shadow,1,9854
he,could live outside,shadow of his father,1,9855
Joe Hill,wondered,if he could live,1,9856
Joe Hill,wondered,if he could live outside shadow of his father,1,9857
he,do,just that,1,9858
Joe Hill,wondered,he could live outside shadow,1,9859
Hill,live,he,1,9860
Hill,live,shadow,1,9861
Wonderful receipes,is with,delicious tastes,1,9862
receipes,is,Wonderful,1,9863
wines,go with,food,1,9864
Appropriate wines,go with,wonderful food,1,9865
Appropriate wines,go with,food,1,9866
wines,go with,wonderful food,1,9867
wines,is,Appropriate,1,9868
wines,go,food,1,9869
wines,go,wonderful,1,9870
pain,is,greater,1,9871
child,makes,decision,1,9872
Julie Bell,are,best fantasy artists,1,9874
Julie Bell,are,fantasy artists,1,9875
Boris Vallejo,are,fantasy artists,1,9876
Boris Vallejo,are,best fantasy artists,1,9877
Boris Vallejo,are,fantasy artists in planet,1,9878
Julie Bell,are,best fantasy artists in planet,1,9879
Julie Bell,are,fantasy artists in planet,1,9880
best fantasy artists,is in,planet,1,9881
Boris Vallejo,are,best fantasy artists in planet,1,9882
fantasy,are,artists,1,9883
fantasy,are,planet,1,9884
women,is,best,1,9885
art,is wonderfully reproduced in,printed form,1,9886
art,is,wonderfully reproduced in form with text,1,9887
art,is reproduced with,text,1,9888
art,is wonderfully reproduced in,form,1,9889
art,is,reproduced,1,9890
art,is,reproduced in printed form with text,1,9891
art,is wonderfully reproduced with,text,1,9892
art,is,wonderfully reproduced in printed form with text,1,9893
art,is reproduced in,printed form,1,9894
art,is,reproduced in form with text,1,9895
art,is,wonderfully reproduced,1,9896
art,is reproduced in,form,1,9897
art,reproduced,form,1,9898
book,is,fun,1,9899
I,'ve,'ve fan of pop science,1,9900
I,'ve,'ve fan,1,9901
pop,has,fan,1,9902
pop,is at,fan,1,9903
I,'ve,fan,1,9904
Season,stand,second,1,9905
me,understand,influences of modernization,1,9906
me,understand,influences of modernization on Muslim faith,1,9907
text,helped,me,1,9908
me,understand,influences,1,9909
me,understand,influences of modernization on faith,1,9910
me,understand,influences on faith,1,9911
me,understand,influences on Muslim faith,1,9912
text,is at,influences,1,9913
text,understand,influences,1,9914
text,understand,Muslim,1,9915
text,understand,modernization,1,9916
us,feel,we were,1,9917
Marjorie Hart,has given,look into piece,1,9918
us,feel,we were there,1,9919
us,feel,like we were there,1,9920
Marjorie Hart,has given,us,1,9921
Marjorie Hart,has given,look,1,9922
Marjorie Hart,has given,look into piece of history,1,9923
us,feel,like we were,1,9924
us,has,look,1,9925
I,love,this much,1,9927
I,love,this as much,1,9928
book,continue,story,1,9929
book,continue,story of Seth,1,9930
I,get,book,1,9931
book,is at,story,1,9932
I,'ve,book,1,9933
beings,been for,unique around as long,1,9934
beings,been for,unique long as humanity itself,1,9935
human beings,been for,long,1,9936
beings,been for,unique around as long as humanity itself,1,9937
human beings,been for,unique long as humanity itself,1,9938
human beings,been for,as long as humanity itself,1,9939
beings,been for,unique long,1,9940
beings,been for,long as humanity itself,1,9941
human beings,been for,long as humanity itself,1,9942
human beings,been for,around long as humanity itself,1,9943
human beings,been for,unique as long as humanity itself,1,9944
human beings,been for,around long,1,9945
human beings,been for,unique around long,1,9946
beings,been for,around as long as humanity itself,1,9947
beings,been for,unique around long as humanity itself,1,9948
beings,been for,as long as humanity itself,1,9949
beings,been for,long,1,9950
human beings,been for,unique around as long as humanity itself,1,9951
beings,been for,as long,1,9952
beings,been for,unique as long as humanity itself,1,9953
beings,been for,unique as long,1,9954
human beings,been for,as long,1,9955
human beings,been for,unique as long,1,9956
human beings,been for,around as long as humanity itself,1,9957
human beings,been for,around as long,1,9958
human beings,been for,unique around long as humanity itself,1,9959
human beings,been for,unique long,1,9960
beings,been for,around as long,1,9961
beings,been for,around long as humanity itself,1,9962
beings,been for,around long,1,9963
beings,been for,unique around long,1,9964
human beings,been for,unique around as long,1,9965
least,written,book,1,9967
least,written,research,1,9968
least,written,exhaustive,1,9969
I,expressed,contents,1,9970
you,Makes think,as we need from time,1,9972
you,Makes think,as we need,1,9973
we,need from,time,1,9974
you,Makes think,we need,1,9975
we,need from,time to time,1,9976
you,Makes think,we need from time to time,1,9977
you,Makes think,we need from time,1,9978
you,Makes think,as we need from time to time,1,9979
Soraya,had become By,1825,1,9980
Ton,has,most notorious courtesan,1,9981
Soraya,had become,Ton 's most notorious courtesan,1,9982
Soraya,had become,Ton 's notorious courtesan,1,9983
Soraya,had become,Ton 's courtesan,1,9984
book,written by,semi silver spoon Beverly Hills kid,1,9985
our security,applied to,United States forces,1,9986
superior book,written by,semi silver spoon Beverly Hills kid,1,9987
country 's advanced anti-terrorism elite special forces,is with,methods,1,9988
our security,applied to,United States special forces,1,9989
book,is,superior,1,9990
Award,shy away,challenges,1,9991
son,loves,blind,1,9992
son,loves,loud,1,9993
Charles Todd,has,debut mystery with shell shocked Inspector Ian Rutledge in charge,1,9994
killer,was,By time revealed in Test of Wills,1,9995
Charles Todd 's debut mystery,is with,shell shocked Inspector Ian Rutledge in charge,1,9996
killer,was,By time revealed in Test,1,9997
killer,was revealed By,time,1,9998
shocked Inspector Ian Rutledge,is in,charge,1,9999
time,was,killer,1,10000
time,was,shocked,1,10001
time,was,Test,1,10002
afterward,have,I,1,10003
afterward,have,Sleeve,1,10004
afterward,have,grateful,1,10005
afterward,have,surgery,1,10006
I,get,rambunctious boys,1,10007
I,get,boys,1,10008
boys,is,rambunctious,1,10009
boys,dominate,classroom,1,10010
it,be,soon eleven year old grandson,1,10011
it,be,soon grandson,1,10012
it,be,my soon grandson,1,10013
it,be,my soon eleven year old grandson,1,10014
fiction,is,historical,1,10015
book,was,full,1,10016
book,was,action,1,10017
book,recommend,works,1,10018
Heart,is,Dangerous,1,10019
Tracy,has,Heart,1,10020
Tracy,is at,Heart,1,10021
it,has,Ranney has written for time,1,10022
it,has,Ranney,1,10023
it,has,Ranney has written,1,10024
it,has,best Ranney,1,10025
it,written for,time,1,10026
it,has,best Ranney has written,1,10027
it,has,best Ranney has written for time,1,10028
book,'s,best,1,10029
book,'s,time,1,10030
I,will,will fan of Big Stone Gap series,1,10033
I,will,will always devoted fan,1,10034
I,will,Although will always devoted fan,1,10035
I,did enjoy,34 Shoemaker 's Wife,1,10036
I,will,will devoted fan,1,10037
I,will,will always fan,1,10038
I,will,will devoted fan of Big Stone Gap series,1,10039
I,will,Although will devoted fan of Big Stone Gap series,1,10040
I,will,Although will devoted fan,1,10041
I,will,will always fan of Big Stone Gap series,1,10042
I,will,will fan,1,10043
I,will,will always devoted fan of Big Stone Gap series,1,10044
I,will,Although will always fan,1,10045
I,will,Although will always fan of Big Stone Gap series,1,10046
I,will,Although will fan of Big Stone Gap series,1,10047
I,will,Although will fan,1,10048
I,be devoted,series,1,10049
I,will,Although will always devoted fan of Big Stone Gap series,1,10050
fan,is,devoted,1,10051
escape,is,Great,1,10052
book,was interesting from,point,1,10053
book,was very interesting from,point of view,1,10054
book,was interesting from,historical point,1,10055
book,was very interesting from,historical point of view,1,10056
book,was very interesting from,point,1,10057
book,was,very interesting,1,10058
book,was interesting from,point of view,1,10059
book,was very interesting from,historical point,1,10060
book,was interesting from,historical point of view,1,10061
book,was,interesting,1,10062
book,was,interesting,1,10063
book,was,point,1,10064
book,was,historical,1,10065
book,was,view,1,10066
book,was,read,1,10067
story,is,wonderful,1,10068
I,will look at,infomercial,0,10069
I,'ve,'ve fascinated with Carlos Ruiz Zafon,1,10070
I,read,Shadow,1,10071
I,read,Shadow of Wind,1,10072
I,'ve,'ve fascinated,1,10073
I,'ve,Wind,1,10074
her year,be,difficult,1,10075
her second year,be,difficult,1,10076
her second year,be,more difficult,1,10077
her year,be,more difficult,1,10078
her year,be,much more difficult,1,10079
her second year,be,much more difficult,1,10080
Bianca,is at,year,1,10081
Academy,be,something,1,10082
Academy,be,difficult,1,10083
Academy,be,first,1,10084
book,surprised,me,1,10085
ways,'s,readability,1,10086
Clark,captures,news business,1,10087
news,captures,business,1,10088
I,checked book out,library,1,10089
I,do,most diet books,1,10090
I,checked,book,1,10091
I,do,diet books,1,10092
library,do,most,1,10093
one 's faith,is in,world,1,10094
Carl Anderson,has written,a practical,1,10095
one,has,faith in world,1,10096
Bucolic Plague,is,entertaining,1,10097
Plague,is,entertaining,1,10098
Plague,is,Bucolic,1,10099
entertaining,is,Bucolic,1,10100
it,is,basic real,1,10101
Plague,is,fun,1,10102
it,is,real,1,10103
Bucolic Plague,is,fun,1,10104
engaging,is,it,1,10105
engaging,is,basic,1,10106
engaging,is,real,1,10107
engaging,is,Bucolic,1,10108
engaging,is,fun,1,10109
Raven,has,relationship with her boyfriend,1,10110
Raven,has,idyllic relationship with her boyfriend,1,10111
idyllic relationship,is with,her boyfriend,1,10112
Raven,has,relationship,1,10113
Raven,has,idyllic relationship,1,10114
Raven,is at,relationship,1,10115
Raven,has,idyllic,1,10116
Raven,has,relationship,1,10117
Raven,has,boyfriend,1,10118
I,love,Pennyroyal Green series,1,10119
I,love,whole Pennyroyal Green series,1,10120
Redmond families,are,wonderful,1,10121
Pennyroyal,is,whole,1,10122
families,are,wonderful,1,10123
book,keep,better,1,10124
book,is,good,1,10125
book,had,things,1,10126
book,had,history,1,10127
I,got,familiar with Goldy,1,10128
I,got,familiar,1,10129
I,got,familiar,1,10130
I,love,author,1,10131
I,love,author,1,10132
I,love,book,1,10133
I,love,book,1,10134
I,enjoyed,book,1,10135
I,enjoyed,book,1,10136
I,was happy,ill,1,10137
I,get with,cozy mystery,1,10138
I,was happy,too ill,1,10139
I,was happy,After too ill,1,10140
several weeks,read,book,1,10141
I,get back with,cozy mystery,1,10142
I,was,happy,1,10143
weeks,read,book,1,10144
it,has,cast,1,10145
it,'s familiar cast of,characters,1,10146
it,'s cast of,characters,1,10147
I,get back with,mystery,1,10148
I,was happy,After ill,1,10149
I,get with,mystery,1,10150
it,has,familiar cast,1,10151
Don Ariely,is,guy,1,10152
guy,had,lot,1,10153
I,'m in,niche category of people,1,10154
I,'m in,niche category,1,10155
It,know,author,1,10156
It,was,nice,1,10157
historian,know,It,1,10158
historian,know,nice,1,10159
historian,know,author,1,10160
historian,know,feminist,1,10161
part,is,most,1,10162
freaks,is in,Guinness,1,10163
read,lit,free,1,10164
read,lit,exchange,1,10165
read,lit,honest,1,10166
read,lit,review,1,10167
read,lit,venture,1,10168
book,was,read,1,10169
book,was,gripping,1,10170
book,was,gripping read,1,10171
book,was,gripping,1,10172
book,was,read,1,10173
Bible,is,more,1,10174
Bible,is,fascinating,1,10175
Bible,is,funny,1,10176
I,read,book,1,10177
book,thought,modern,1,10178
book,thought,#,1,10179
#,feel,spooky,1,10180
#,feel,love,1,10181
#,feel,quaint,1,10182
#,feel,absolute,1,10183
series,is,slanted,1,10184
series,is,Although slanted toward readers,1,10185
series,is slanted toward,younger readers,1,10186
it,is undeniably wonderful for,ages,1,10187
series,is,Although slanted,1,10188
it,is wonderful for,ages,1,10189
series,is,Although slanted toward younger readers,1,10190
series,is slanted toward,readers,1,10191
series,is,slanted,1,10192
series,is,readers,1,10193
series,is,younger,1,10194
series,is,ages,1,10195
series,is,wonderful,1,10196
My,read by,Toni Blake,1,10197
Blake,read,first,1,10198
book,tells story In,style of Newberry award winning,1,10199
book,tells story In,style,1,10200
book,tells,story,1,10201
book,tells story In,style of Newberry award,1,10202
book,tells,separate,1,10203
mix,is in,some killing,1,10205
reader,turn faster,pages,1,10206
mix,is,hard,1,10207
reader,turn,pages,1,10208
character,is,main,1,10209
book,is,good,1,10210
Sam,is sitting out at_time,One minute,1,10211
minute,is,class,1,10212
minute,is,normal,1,10213
minute,is,zoning,1,10214
chances,are,hard,1,10215
Second chances,are,hard,1,10216
chances,is,Second,1,10217
life,has,chances,1,10218
chances,is at,life,1,10219
life,find,hard,1,10220
I,was rather surpised by,Chicago,1,10222
it,has,more,1,10223
it,'s more about,Eygptians immigants,1,10224
it,has,really more,1,10225
it,has,because really more,1,10226
it,'s more about,than city,1,10227
it,'s really more about,than city,1,10228
it,is about,city,1,10229
it,'s really more about,city,1,10230
it,'s more about,city,1,10231
it,has,because more,1,10232
it,is about,than city,1,10233
it,'s really more about,Eygptians immigants,1,10234
it,has,because really more about Eygptians immigants,1,10235
I,was surpised by,Chicago,1,10236
it,has,because more about Eygptians immigants,1,10237
city,surpised,I,1,10238
city,surpised,more,1,10239
city,surpised,immigants,1,10240
city,surpised,students,1,10241
story,is,interesting,1,10242
story,is,amazing,1,10243
book,was,I,0,10244
book,was,improvement,0,10245
book,was,last,0,10246
Serena,is,gripping novel set,1,10247
Serena,is,gripping novel set in North Carolina,1,10248
gripping novel,set during,depression,1,10249
Serena,is,gripping novel set in North Carolina during depression,1,10250
Serena,is,novel set in North Carolina,1,10251
gripping novel,set in,North Carolina,1,10252
Serena,is,gripping set,1,10253
Serena,is,gripping novel,1,10254
novel,set during,depression,1,10255
novel,set in,North Carolina,1,10256
Serena,is,novel set in North Carolina during depression,1,10257
Serena,is,novel set,1,10258
Serena,is,novel set during depression,1,10259
Serena,is,novel,1,10260
Serena,is,gripping novel set during depression,1,10261
story,is,novel,1,10262
story,is,depression,1,10263
Birkin,is at,bag,1,10264
vocation,know,I,1,10265
vocation,know,bag,1,10266
book,is,Great,1,10267
I,must say to,Ms,1,10268
My life story,includes,stops in East Bay,1,10270
stops,is in,East Bay,1,10271
