subject,relation,object,new_topic,old_index
Ban comes,is,now illegal in England after ban,4,7732
Ban comes,is illegal after,ban on activity came into force overnight,4,7733
Ban comes,is,now illegal,4,7734
Ban comes,is,illegal in England after ban came into force overnight,4,7735
Ban comes,is now illegal after,ban came overnight,4,7736
Ban comes,is,illegal in England after ban came into force,4,7737
Ban comes,is now illegal after,ban on activity came into force overnight,4,7738
Ban comes,is illegal after,ban on activity came,4,7739
Ban comes,is illegal after,ban came overnight,4,7740
Ban,comes into,force Fox hunting with dogs,4,7741
Ban comes,is illegal after,ban,4,7742
Ban comes,is,illegal in England after ban came,4,7743
Ban comes,is,now illegal in England after ban came,4,7744
Ban comes,is now illegal after,ban on activity came,4,7745
Ban comes,is now illegal after,ban,4,7746
Ban comes,is illegal in,England,4,7747
Ban comes,is illegal after,ban on activity came overnight,4,7748
Ban comes,is,now illegal in England after ban on activity came into force overnight,4,7749
Ban,comes into,force Fox,4,7750
Ban comes,is illegal after,ban came into force,4,7751
Ban comes,is,now illegal in England after ban on activity,4,7752
Ban comes,is,illegal in England after ban on activity,4,7753
Ban comes,is now illegal after,ban on activity,4,7754
Ban comes,is,illegal in England after ban came overnight,4,7755
Ban comes,is,now illegal in England after ban on activity came,4,7756
Ban comes,is,illegal in England after ban on activity came into force,4,7757
Ban comes,is now illegal after,ban came into force overnight,4,7758
Ban comes,is,now illegal in England after ban on activity came overnight,4,7759
Ban comes,is now illegal after,ban on activity came into force,4,7760
Ban comes,is,illegal in England after ban,4,7761
Ban comes,is,now illegal in England after ban came overnight,4,7762
Ban comes,is,now illegal in England after ban came into force,4,7763
Ban comes,is,illegal,4,7764
Ban,comes into,force Fox hunting,4,7765
Ban comes,is,illegal in England after ban on activity came overnight,4,7766
Ban comes,is illegal after,ban came into force overnight,4,7767
Ban comes,is now illegal after,ban on activity came overnight,4,7768
Clarke,unveil,immigration plan,12,7769
Clarke,unveil,immigration plan New controls on migrants,12,7770
New,controls on,economic migrants,12,7771
Clarke,unveil,immigration plan New controls,12,7772
New,controls on,migrants,12,7773
Clarke,unveil,immigration plan New controls on economic migrants,12,7774
senior figure,be,party 's communications for their next election effort,7,7775
senior figure,be,party 's new communications chief for their next general election effort,7,7776
senior figure,be,party 's communications chief for their election effort,7,7777
figure,be,party 's new communications chief for their general election effort,7,7778
senior figure,be,party 's communications for their next general election effort,7,7779
senior figure,be,party 's new communications chief,7,7780
Lib Dems ' election PR chief,have appointed,senior figure from BT,7,7781
Lib Dems ' new election PR chief,have appointed,figure from BT,7,7782
senior figure,be,party 's communications chief for their next general election effort,7,7783
figure,be,party 's communications,7,7784
figure,be,party 's new communications chief for their next election effort,7,7785
senior figure,be,party 's new communications for their general election effort,7,7786
senior figure,be,party 's communications chief for their next election effort,7,7787
senior figure,be,party 's communications for their general election effort,7,7788
figure,be,party 's new communications chief for their next general election effort,7,7789
senior figure,be,party 's new communications,7,7790
figure,be,party 's communications for their next election effort,7,7791
figure,be,party 's new communications for their election effort,7,7792
figure,be,party 's new communications chief,7,7793
figure,be,party 's communications for their general election effort,7,7794
figure,be,party 's communications chief for their next election effort,7,7795
Lib Dems ' election PR chief,have appointed,figure,7,7796
figure,be,party 's communications for their election effort,7,7797
Lib Dems ' election PR chief,have appointed,senior figure,7,7798
figure,be,party 's communications chief for their general election effort,7,7799
senior figure,be,party 's new communications chief for their election effort,7,7800
Lib Dems ' new election PR chief,have appointed,senior figure from BT,7,7801
figure,be,party 's communications chief for their election effort,7,7802
figure,be,party 's new communications,7,7803
figure,be,party 's new communications for their general election effort,7,7804
figure,be,party 's new communications for their next election effort,7,7805
figure,be,party 's communications chief for their next general election effort,7,7806
figure,be,party 's communications for their next general election effort,7,7807
senior figure,be,party 's new communications for their election effort,7,7808
Lib Dems ' new election PR chief,have appointed,figure,7,7809
senior figure,be,party 's communications chief,7,7810
Lib Dems ' election PR chief,have appointed,figure from BT,7,7811
Lib Dems ' new election PR chief,have appointed,senior figure,7,7812
senior figure,be,party 's new communications for their next general election effort,7,7813
senior figure,be,party 's communications for their election effort,7,7814
figure,be,party 's new communications chief for their election effort,7,7815
figure,be,party 's communications chief,7,7816
senior figure,be,party 's new communications for their next election effort,7,7817
senior figure,be,party 's new communications chief for their general election effort,7,7818
senior figure,be,party 's communications chief for their general election effort,7,7819
figure,be,party 's new communications for their next general election effort,7,7820
senior figure,be,party 's new communications chief for their next election effort,7,7821
senior figure,be,party 's communications,7,7822
Blair,splits,Tony Blair 's feud,7,7823
Tony Blair 's feud,is with,Gordon Brown,7,7824
Tory leader Michael Howard,has claimed in,heated prime minister 's questions,7,7825
Tony Blair,has,feud with Gordon Brown,7,7826
Tory leader Michael Howard,has claimed in,prime minister 's questions,7,7827
Howard,taunts over,Blair,7,7828
Howard,splits,Tony Blair 's feud,7,7829
Howard,taunts,Blair,7,7830
Blair,splits,Tony Blair 's feud with Gordon Brown,7,7831
Howard,splits,Tony Blair 's feud with Gordon Brown,7,7832
way,is,governed,7,7833
Blair,splits,feud,7,7834
Blair,splits,way,7,7835
Blair,splits,heated,7,7836
Blair,splits,leader,7,7837
he thinks,be key themes of,New Labour 's next election bid,7,7838
he thinks,be,key themes,7,7839
he thinks,be themes of,New Labour 's election bid,7,7840
he thinks,be themes of,New Labour 's next election bid,7,7841
he thinks,be key themes of,New Labour 's general election bid,7,7842
he thinks,be key themes of,New Labour 's next general election bid,7,7843
he thinks,be themes of,New Labour 's general election bid,7,7844
Brown,outlines,term vision Gordon Brown,7,7845
he thinks,be key themes of,New Labour 's election bid,7,7846
he thinks,be,themes,7,7847
he thinks,be themes of,New Labour 's next general election bid,7,7848
Brown,outlines,third term vision Gordon Brown,7,7849
hunting,is in,England,7,7850
Defiant,hunts put,ban,7,7851
President Musharraf,has said during,visit,7,7852
President Musharraf,has said during,visit to Britain,7,7853
women,is,Pakistani,7,7854
women,hide,home,7,7855
women,hide,veils,7,7856
women,hide,backward,7,7857
women,hide,view,7,7858
Labour,chooses,Manchester Labour Party,6,7859
it,has,has confirmed,6,7860
its 2006 autumn conference,is in,Manchester,6,7861
Party,hold,autumn,6,7862
government British terror suspect,held for,33 months,7,7863
suing government British terror suspect,held for,33 months,7,7864
suing government British terror suspect,held for,months,7,7865
suing government British terror suspect,sue,government,7,7866
government terror suspect,sue,government,7,7867
suing government terror suspect,held for,months,7,7868
suing government terror suspect,held for,33 months,7,7869
government terror suspect,held for,months,7,7870
suing government terror suspect,sue,government,7,7871
government British terror suspect,sue,government,7,7872
government British terror suspect,held for,months,7,7873
government terror suspect,held for,33 months,7,7874
it,is,reported,7,7875
MP,attacked by,muggers in Kenya MP,7,7876
Â,stolen,mugged by six men in park in Kenya,7,7877
Â,stolen,after mugged by six men in park,7,7878
muggers,is in,Kenya An MP,7,7879
Â,stolen,after mugged by six men in park in Kenya,7,7880
MP,attacked by,muggers,7,7881
Â,stolen,mugged by six men,7,7882
MP,attacked by,muggers in Kenya An MP,7,7883
park,is in,Kenya,7,7884
Â,stolen,mugged by six men in park,7,7885
Â,stolen,after mugged by six men,7,7886
An,has,more,7,7887
An,has,passport,7,7888
An,has,men,7,7889
Britons,freed,custody,4,7890
Britons,freed,relative,4,7891
Britons,freed,visit,4,7892
warned,says,CSA,12,7893
warned,says,Child,12,7894
Straw,praises,Kashmir,2,7896
decision,open,bus link across ceasefire line,2,7897
Straw,moves,UK,2,7898
Kashmir,moves,UK,2,7899
decision,open,bus link,2,7900
Kashmir,moves,decision,2,7901
Chancellor,rallies,Labour voters Gordon Brown,7,7902
question,been unveiled by,government,7,7903
question,be asked in,referendum on EU Constitution,7,7904
EU referendum question,unveiled,question,7,7905
question,be asked in,referendum,7,7906
question,be,asked,7,7907
plans,end,European Union 's arms embargo on China,5,7908
European Union,has,arms embargo on China,5,7909
Straw backs,has defended,plans,5,7910
Straw backs,has defended plans despite,opposition from US,5,7911
Straw backs,has defended plans despite,opposition,5,7912
plans,end,European Union 's arms embargo,5,7913
Cherie,accused of,attacking Bush Cherie Blair,7,7914
criticising George W Bush 's policies,is in,private address,7,7915
she,gave during,United States lecture tour,7,7916
Cherie,accused of,Bush Cherie Blair,7,7917
Prime minister,has,questions,7,7918
questions,is,anyone,7,7919
he,sets out,UK goals for its EU presidencies,7,7920
he,sets out,UK goals,7,7921
development,is in,poorer countries,7,7922
Wales,must learn,health lessons ' new health minister for Wales,12,7923
Wales,must learn,health lessons ' new health minister,12,7924
Wales,must learn,health lessons ' health minister for Wales,12,7925
Wales,must learn,health lessons ' health minister,12,7926
Labour 's election love,have in,have supply in recent days,7,7928
Labour 's election love,have in,have short supply in Labour party in days,7,7929
Labour 's election love,have in,have short supply,7,7930
Labour 's election love,have in,have supply in Labour party in days,7,7931
Labour 's election love,have in,have supply in days,7,7932
Labour 's election love,have in,have supply,7,7933
have short supply,is in,recent days,7,7934
Labour 's election love,have in,have supply in Labour party in recent days,7,7935
Labour 's election love,have in,have short supply in Labour party in recent days,7,7936
Labour 's election love,have in,have short supply in days,7,7937
Labour,has,election love in Peace,7,7938
have short supply,is in,Labour party,7,7939
Labour 's election love,is in,Peace,7,7940
Labour 's election love,have in,have short supply in recent days,7,7941
Labour 's election love,have in,have supply in Labour party,7,7942
Labour 's election love,have in,have short supply in Labour party,7,7943
Row,has,police,12,7944
David Blunkett,is in,quotes David Blunkett,7,7945
David,is at,Blunkett,7,7946
quotes,has,home,7,7947
quotes,has,plain,7,7948
quotes,has,secretary,7,7949
David Miliband David Miliband 's rapid rise,continues with,his promotion to Cabinet Office minister,7,7950
David Miliband David Miliband 's rapid rise,continues with,his promotion,7,7951
David Miliband David Miliband,has,rapid rise through ranks of government,7,7952
David Miliband David Miliband 's rise,continues with,his promotion to Cabinet Office minister,7,7953
David Miliband David Miliband 's rise,continues with,his promotion,7,7954
rise,continues,ranks,7,7955
rise,continues,government,7,7956
Gordon Brown,are,said,7,7957
Tony Blair,declared out,war,7,7958
rift,claims For,umpteenth time,7,7959
rift,claims For,time,7,7960
new rift,claims For,time,7,7961
new rift,claims For,umpteenth time,7,7962
rift,claims,time,7,7963
rift,claims,umpteenth,7,7964
rift,claims,war,7,7965
rift,claims,other,7,7966
UK,has,public spending watchdog,4,7967
fraud,is in,EU funds,4,7968
reporter,jibe,mayor,7,7969
reporter,jibe,Nazi,7,7970
reporter,jibe,insult,7,7971
reporter,jibe,Jewish,7,7972
Whitehall cuts ' ahead,have,have already cut as part,7,7973
Whitehall cuts ' ahead,have,have cut,7,7974
Whitehall cuts ' ahead,have,have cut as part,7,7975
Whitehall cuts ' ahead,have,have cut as part of cost cutting drive,7,7976
Whitehall cuts ' ahead,have,have already cut as part of major cost cutting drive,7,7977
Whitehall cuts ' ahead,have,have cut as part of cost drive,7,7978
Whitehall cuts ' ahead,have,have already cut,7,7979
Whitehall cuts ' ahead,have,have already cut as part of cost cutting drive,7,7980
Whitehall cuts ' ahead,have,have already cut as part of major cost drive,7,7981
Whitehall cuts ' ahead,have,have cut as part of major cost cutting drive,7,7982
Whitehall cuts ' ahead,have,have already cut as part of cost drive,7,7983
Whitehall cuts ' ahead,have,have cut as part of major cost drive,7,7984
Concerns appeals,are,are made,12,7986
Concerns Final appeals,are,are made,12,7987
Concerns Final appeals,are,are made for government not to ditch,12,7988
Concerns appeals,are,are made for government not to ditch,12,7989
school,has,Concerns,12,7990
school,is at,Concerns,12,7991
He,called,it,7,7993
He,called,his masochism strategy in run up,7,7994
He,called,his masochism strategy in run up to Iraq war,7,7995
He,called,his masochism strategy,7,7996
his masochism strategy,is in,run up to Iraq war,7,7997
masochism,is at,strategy,7,7998
education secretary Ruth Kelly 's religious views,hamper,research,12,7999
new education secretary Ruth Kelly 's views,hamper,research,12,8000
education secretary Ruth Kelly 's views,hamper,vital scientific research,12,8001
new education secretary Ruth Kelly 's views,hamper,vital research,12,8002
new education secretary Ruth Kelly 's views,hamper,scientific research,12,8003
new education secretary Ruth Kelly 's religious views,hamper,scientific research,12,8004
education secretary Ruth Kelly 's religious views,hamper,scientific research,12,8005
new education secretary Ruth Kelly 's religious views,hamper,vital research,12,8006
new education secretary Ruth Kelly,has,religious views,12,8007
education secretary Ruth Kelly 's religious views,hamper,vital research,12,8008
education secretary Ruth Kelly 's views,hamper,research,12,8009
Research,fears concerns over,Kelly 's views Scientists,12,8010
Research,fears,have expressed concerns,12,8011
education secretary Ruth Kelly 's religious views,hamper,vital scientific research,12,8012
new education secretary Ruth Kelly 's religious views,hamper,vital scientific research,12,8013
new education secretary Ruth Kelly 's religious views,hamper,research,12,8014
education secretary Ruth Kelly 's views,hamper,scientific research,12,8015
education secretary Ruth Kelly 's views,hamper,vital research,12,8016
Research,fears,concerns,12,8017
new education secretary Ruth Kelly 's views,hamper,vital scientific research,12,8018
Tony Blair,renewed reports,Gordon Brown,7,8019
Blair,criticised by,MPs Labour MPs,7,8020
Brown,criticised by,MPs Labour MPs,7,8021
Tony Blair,have,Gordon Brown,7,8022
Labour,have,reports,7,8023
Three Labour councillors,is in,Birmingham,7,8024
Labour trio,had,vote rig factory,7,8025
vote rig factory,were,caught,7,8026
Blair,face trust issue head on,Tony Blair,7,8028
Blair,face,trust issue head,7,8029
Tony,says,own,7,8030
skills shortages,is in,key subjects,12,8031
UK,is at,apology,7,8032
Kilroy Silk,quits,shameful UKIP Ex-chat show host Robert Kilroy Silk,7,8033
Kilroy Silk,quits,UKIP Ex-chat show host Robert Kilroy Silk,7,8034
Clarke,press on with,ID cards New Home Secretary Charles Clarke,12,8035
ageing,is barrier to,contributing,12,8036
ageing,is barrier to,contributing to society,12,8037
ageing,is,barrier,12,8038
myth,needs,exploded,12,8039
myth,needs,to exploded,12,8040
age,be,myth,12,8041
fundamental unfairness,is in,tax system,7,8042
fundamental unfairness,is in,his ninth Budget,7,8043
bucket,thrown over,him,7,8044
Kilroy Silk,attacked with,slurry Euro MP Robert Kilroy Silk,7,8045
bucket,thrown by,protester,7,8046
Kilroy Silk,attacked with,slurry Euro MP Robert Kilroy,7,8047
protester,is in,Manchester,7,8048
bucket,thrown by,protester in Manchester,7,8049
Robert,has,bucket,7,8050
Former NI minister Scott,dies,Former Northern Ireland minister Sir Nicholas Scott,7,8051
NI,is,Former,7,8052
minister,is,1,7,8053
Nicholas,has,hospice,7,8054
Nicholas,has,family,7,8055
chamber,have,have charged with disorderly conduct,7,8057
chamber,have,have charged,7,8058
chamber,have,have charged with conduct,7,8059
Bill,have,disorderly,7,8060
Opposition,grows to,house arrests,12,8061
Conservatives,expressed,serious misgivings about government plans for UK,12,8062
Conservatives,expressed,misgivings about government plans for keeping UK,12,8063
Conservatives,expressed,serious misgivings about government plans for keeping UK,12,8064
Conservatives,expressed,misgivings about government plans for UK,12,8065
Conservatives,expressed,serious misgivings,12,8066
Conservatives,expressed,misgivings,12,8067
Conservatives,expressed,serious misgivings about government plans,12,8068
Conservatives,expressed,misgivings about government plans,12,8069
their own area police commissioner plans,unveiled by,Conservatives,7,8070
their area police commissioner plans,unveiled by,Conservatives,7,8071
group,raise,pressure,7,8073
group,raise,pressure over reform,7,8074
group,raise pressure to,House,7,8075
group,raise,pressure on Tony Blair,7,8076
group,raise pressure to,House of Lords,7,8077
group,raise,pressure on Tony Blair over reform,7,8078
group,has,detailed,7,8079
hospital,has,more,10,8080
hospital,has,plans,10,8081
truant,spend,time,6,8082
he,play,truant,6,8083
truant,spend time at,snooker hall,6,8084
truant,spend time with,his school friends,6,8085
Scotland,has,health,7,8086
Scots ban details,set out,areas,7,8087
Scots ban details,set out,Smoke free areas,7,8088
Scots smoking ban details,set out,areas,7,8089
Scots smoking ban details,set out,Smoke free areas,7,8090
details,set,free,7,8091
Blair Brown ' feud,has prompted,Labour donor,7,8092
Gordon,has,more,7,8093
government,has,agenda for next general election,7,8094
insane,should,should killed,7,8095
insane,should,for suggesting should killed,7,8096
UKIP candidate,have suspended,candidate,7,8097
insane,should,for allegedly suggesting should killed,7,8098
UKIP candidate candidate,suspended in,probe Eurosceptic party UKIP,7,8099
party,have,insane,7,8100
dogs,is in,England,7,8102
Kennedy 's optimism,is,far too canny,7,8103
Kennedy 's optimism,is,too canny,7,8104
Kennedy 's cautious optimism,make,grand claims about how his party may fare at general election,7,8105
Kennedy,has,cautious optimism,7,8106
Kennedy 's optimism,is,canny,7,8107
Kennedy 's cautious optimism,is,far canny,7,8108
Kennedy 's optimism,make,grand claims about how his party may fare at general election,7,8109
Kennedy 's cautious optimism,is,canny,7,8110
Kennedy 's cautious optimism,is,too canny,7,8111
Kennedy 's cautious optimism,is,far too canny,7,8112
Kennedy 's optimism,make,grand claims about how party may fare at general election,7,8113
Kennedy 's optimism,is,far canny,7,8114
Kennedy 's cautious optimism,make,grand claims about how party may fare at general election,7,8115
leaders,wake up from,their state over President Bush 's re-election,7,8116
leaders,wake up from,their state of denial,7,8117
Blair,tells,EU Tony Blair,7,8118
End Bush ' denial,is urging,European leaders,7,8119
European leaders,wake up from,their state of denial,7,8120
End Bush ' denial,is urging,leaders,7,8121
European leaders,wake up from,their state over President Bush 's re-election,7,8122
leaders,wake up from,their state,7,8123
European leaders,wake up from,their state of denial over President Bush 's re-election,7,8124
leaders,wake up from,their state of denial over President Bush 's re-election,7,8125
European leaders,wake up from,their state,7,8126
Tony,is,European,7,8127
Tony,is,leaders,7,8128
Tony,is,state,7,8129
Blunkett,tells of,love,7,8130
Eurosceptic party UKIP,suspended,candidate,7,8131
insane,should,should killed,7,8132
UKIP candidate,suspended,party UKIP,7,8133
party UKIP,suspended,candidate,7,8134
insane,should,for suggesting should killed,7,8135
insane,should,for allegedly suggesting should killed,7,8136
UKIP candidate,suspended,Eurosceptic party UKIP,7,8137
party,have,insane,7,8138
she,hit,them,6,8139
Jamieson issues,has warned,soccer fans,6,8140
Jamieson issues,has warned,bigoted soccer fans,6,8141
minister,has,bigoted,6,8142
Blair,congratulates,Bush,7,8143
Blair,congratulates Bush on,win Tony Blair,7,8144
continuing his strong relationship,is with,George Bush,7,8145
UK government,return,asylum seeker children,12,8146
UK government,return asylum seeker children without,parents to Albania,12,8147
UK government,return asylum seeker children without,parents,12,8148
Asylum,is at,children,12,8149
Budget details,were,how printed in London newspaper,7,8150
Budget leak,answers,Ministers,7,8151
Budget details,were,how printed,7,8152
Budget details,were printed in,London newspaper,7,8153
Budget details,were,printed,7,8154
MPs,answers,Ministers,7,8155
he,delivers,his Budget,7,8156
Budget,set scene for,election Gordon Brown,7,8157
Budget,set,scene,7,8158
third term,is in,power,7,8159
he,delivers,his ninth Budget,7,8160
Budget,is at,scene,7,8161
Game warnings,must,must clearer video games,10,8162
Game warnings,must,must clearer Violent video games,10,8163
Game warnings,must,must Violent video games,10,8164
Game warnings,must,must video games,10,8165
Galloway targets ' New Labour ' MP George Galloway,is,to stand against war Labour MP Oona King at next general election,7,8168
Galloway targets ' New Labour ' MP George Galloway,is,to stand against war Labour MP Oona King,7,8169
Galloway targets ' New Labour ' MP George Galloway,is,stand against pro-Iraq war Labour MP Oona King at next general election,7,8170
Galloway targets ' New Labour ' MP George Galloway,is,to stand against war Labour MP Oona King at election,7,8171
Galloway targets ' New Labour ' MP George Galloway,is,stand against pro-Iraq war Labour MP Oona King at general election,7,8172
Galloway targets ' New Labour ' MP George Galloway,is,stand against war Labour MP Oona King at general election,7,8173
Galloway targets ' New Labour ' MP George Galloway,is,to stand against pro-Iraq war Labour MP Oona King,7,8174
Galloway targets ' New Labour ' MP George Galloway,is,stand against pro-Iraq war Labour MP Oona King at next election,7,8175
Galloway targets ' New Labour ' MP George Galloway,is,stand against war Labour MP Oona King at next election,7,8176
Galloway targets ' New Labour ' MP George Galloway,is,stand against war Labour MP Oona King at next general election,7,8177
Galloway targets ' New Labour ' MP George Galloway,is stand at,next general election,7,8178
Galloway targets ' New Labour ' MP George Galloway,is,to stand against war Labour MP Oona King at next election,7,8179
Galloway targets ' New Labour ' MP George Galloway,is,to stand against pro-Iraq war Labour MP Oona King at next general election,7,8180
Galloway targets ' New Labour ' MP George Galloway,is,to stand,7,8181
Galloway targets ' New Labour ' MP George Galloway,is,to stand against pro-Iraq war Labour MP Oona King at election,7,8182
Galloway targets ' New Labour ' MP George Galloway,is,to stand at next election,7,8183
Galloway targets ' New Labour ' MP George Galloway,is stand against,war Labour MP Oona King,7,8184
Galloway targets ' New Labour ' MP George Galloway,is,to stand against war Labour MP Oona King at general election,7,8185
Galloway targets ' New Labour ' MP George Galloway,is,to stand at election,7,8186
Galloway targets ' New Labour ' MP George Galloway,is,to stand at next general election,7,8187
Galloway targets ' New Labour ' MP George Galloway,is,stand against pro-Iraq war Labour MP Oona King at election,7,8188
Galloway targets ' New Labour ' MP George Galloway,is,stand against war Labour MP Oona King at election,7,8189
Galloway targets ' New Labour ' MP George Galloway,is stand at,election,7,8190
Galloway targets ' New Labour ' MP George Galloway,is stand against,pro-Iraq war Labour MP Oona King,7,8191
Galloway targets ' New Labour ' MP George Galloway,is,to stand at general election,7,8192
Galloway targets ' New Labour ' MP George Galloway,is,to stand against pro-Iraq war Labour MP Oona King at general election,7,8193
Galloway targets ' New Labour ' MP George Galloway,is stand at,general election,7,8194
Galloway targets ' New Labour ' MP George Galloway,is stand at,next election,7,8195
Galloway targets ' New Labour ' MP George Galloway,is,to stand against pro-Iraq war Labour MP Oona King at next election,7,8196
Boateng,step down at,election Paul Boateng,7,8197
Boateng,step down at,Chief Secretary to Treasury,7,8198
Boateng,step down at,Chief Secretary,7,8199
Treasury,is,forthcoming,7,8200
Treasury,is,general,7,8201
tour Liberal Democrat leader Charles Kennedy,begun,tour,7,8202
they,are,real opposition,7,8203
Kennedy,begins,tour Liberal Democrat leader Charles Kennedy,7,8204
Kennedy,begins,pre-election tour Liberal Democrat leader Charles Kennedy,7,8205
pre-election tour Liberal Democrat leader Charles Kennedy,begun,tour,7,8206
pre-election tour Liberal Democrat leader Charles Kennedy,begun,week long tour,7,8207
tour Liberal Democrat leader Charles Kennedy,begun,week long tour,7,8208
they,are,opposition,7,8209
tour,persuade,voters,7,8210
Army chiefs,is in,regiments decision Military chiefs,7,8211
Army chiefs,are,expected,7,8212
Army chiefs,are expected,to meet,7,8213
Army,is at,chiefs,7,8214
chiefs,are,regiments,7,8215
chiefs,are,Military,7,8216
chiefs,are,decision,7,8217
chiefs,are,final,7,8218
chiefs,are,future,7,8219
Parties ' plans,rises spilled over into,mass protests,12,8220
Parties,is at,plans,12,8221
Parties,rises,plans,12,8222
Parties,rises,average,12,8223
Parties,rises,council,12,8224
suggestions,will,will Budget giveaway,7,8226
suggestions,will,will Budget giveaway on 16 March,7,8227
has denied suggestions,will,will Budget giveaway,7,8228
has denied suggestions,will,will Budget giveaway on 16 March,7,8229
Brown ally,rejects,Budget spree Chancellor Gordon Brown 's closest ally,7,8230
Brown ally,rejects,Budget spree Chancellor Gordon Brown 's ally,7,8231
Budget spree Chancellor Gordon Brown,has,closest ally,7,8232
Gordon,has,closest,7,8233
Gordon,has,suggestions,7,8234
Howard,denies,split Michael Howard,7,8235
Howard,denies,split over ID cards Michael Howard,7,8236
his shadow cabinet,was,split,7,8237
ID,denies,cards,7,8238
ID,denies,controversial,7,8239
ID,denies,shadow,7,8240
he,has,has cleared over potential conflict of interest,7,8241
Tory leader,cleared over,work Scottish Conservative Party leader David McLetchie,7,8242
he,has,has cleared over potential conflict,7,8243
he,has,has cleared,7,8244
McLetchie,claims,potential,7,8245
McLetchie,claims,conflict,7,8246
Scottish Executive,lost,appeal,4,8248
case,lose,appeal,4,8249
Report attacks defence spending,has,has criticised over spending costs of its equipment projects,12,8250
Report attacks defence spending,has,has criticised over soaring spending costs of its top equipment projects,12,8251
Report attacks defence spending,has,has criticised over soaring spending costs,12,8252
Report attacks defence spending,has,has criticised over spending costs of its top equipment projects,12,8253
Report attacks defence spending,has,has criticised over soaring spending costs of its equipment projects,12,8254
Report attacks defence spending,has,has criticised over spending costs,12,8255
Report attacks defence spending,has,has criticised,12,8256
Report,has,attacks,12,8257
Report,has,top,12,8258
Report,has,defence,12,8259
help,fight,behaviour,12,8260
special help,fight behaviour in,England,12,8261
New ' yob targets,be unveiled,Fifty areas,12,8262
help,fight behaviour in,England,12,8263
special help,fight,behaviour,12,8264
New ' yob targets,be unveiled,Fifty new areas,12,8265
help,fight,anti-social behaviour,12,8266
Wales,will,will named,12,8267
special help,fight,anti-social behaviour,12,8268
Wales,will,will named on Thursday,12,8269
rate,is,Minimum,12,8270
Blair,dismisses,claim report Tony Blair,7,8272
he,told,Gordon Brown,7,8273
Blair,dismisses,quit claim report Tony Blair,7,8274
Watchdog probes,e-mail,deletions,7,8275
Blair,rejects,Tory terror offer Tony Blair,7,8276
Tory terror offer Tony Blair,rejected,Conservative compromise offer,7,8277
Tory terror offer Tony Blair,rejected,compromise offer,7,8278
idea,is with,dictatorships in Russia,12,8279
dictatorships,is in,Russia,12,8280
Hitler,is at,row,12,8281
Police,urge,pub closure power New powers,10,8282
police chiefs,have told,MPs,10,8283
powers,are,disorderly,10,8284
Borders rail link campaign rally Campaigners,are stage,rally,10,8285
Borders rail link campaign rally Campaigners,are stage,rally calling for Borders rail link,10,8286
Borders rail link campaign rally Campaigners,are stage,rally calling,10,8287
he,put,economy,7,8288
Â,put,economy,7,8289
he,put economy at,heart,7,8290
Brown targets OAPs Gordon Brown,has doubled,level,7,8291
Â,put economy at,heart of Labour 's election campaign,7,8292
he,put economy at,heart of Labour 's election campaign,7,8293
Â,put economy at,heart,7,8294
house buyers,pay,stamp duty,7,8295
targets OAPs Gordon Brown,has doubled,level,7,8296
targets,has,OAPs,7,8297
Home Secretary Charles Clarke,place terror suspects without,trial,7,8298
their first real test,is in,Parliament,7,8299
Home Secretary Charles Clarke,place,terror suspects,7,8300
first test Plans,allow,Home Secretary Charles Clarke,7,8301
Home Secretary Charles Clarke,place terror suspects under,house arrest,7,8302
test Plans,allow,Home Secretary Charles Clarke,7,8303
plan,is,Anti-terror,7,8304
ministers,scrap,their final salary pension scheme,12,8305
ministers,scrap,their salary pension scheme,12,8306
ministers,scrap,final,12,8307
fear,has,hope,7,8308
fear,is at,hope,7,8309
Blair,says,UK tsunami aid,7,8310
Blair,says,to soar,7,8311
UK tsunami aid,soar,Tony Blair,7,8312
aid,soar,British,7,8313
aid,soar,Government,7,8314
Tony,said,time,7,8315
Howard,denies,split Michael Howard,7,8316
Howard,denies,split over ID cards Michael Howard,7,8317
his shadow cabinet,was,split,7,8318
ID,denies,cards,7,8319
ID,denies,controversial,7,8320
ID,denies,shadow,7,8321
Schools,take part in,mock poll Record numbers of schools,7,8322
part,take part in,mock general election,7,8323
part,take part in,mock election backed,7,8324
Schools,take part in,mock poll Record numbers of schools across UK,7,8325
Schools,take part in,mock poll Record numbers,7,8326
Schools,take,part,7,8327
part mock election,backed by,government,7,8328
part mock general election,backed by,government,7,8329
part,take part in,mock election,7,8330
part,take part in,mock general election backed,7,8331
part,take part in,mock election backed by government,7,8332
part,take part in,mock general election backed by government,7,8333
Schools,is at,part,7,8334
decision,is,Crucial,10,8336
super-casinos,has,decision,10,8337
super-casinos,is at,decision,10,8338
BBC,should steer away on,Campbell,7,8340
BBC,should steer on,Campbell,7,8341
Mandelson,warns,BBC,7,8342
Mandelson,is at,BBC,7,8343
Campbell,steer,media,7,8344
Campbell,steer,chief,7,8345
Conservative MP defects,has defected to,Labour,7,8346
MP defects,has defected to,Labour,7,8347
defects,has,Labour,7,8348
defects,has,former,7,8349
defects,has,minister,7,8350
Terror suspects,face,house arrest UK citizens suspected of involvement in terrorism,4,8351
involvement,is in,terrorism,4,8352
Terror suspects,face,house arrest UK citizens,4,8353
Terror suspects,face,house arrest UK citizens suspected of involvement,4,8354
Terror suspects,face,house arrest UK citizens suspected,4,8355
citizens,suspected,new,4,8356
voters,have,lack of Tony Blair,7,8357
